radius,refractive index,Ext. maxima,wavelgth ext. max.,Sca. maxima,wavelgth sca. max.,Abs. maxima,wavelgth abs. max.,EF. maxima,wavelgth ef. max.
40.0,1.05,4.126666325299289,522.0,0.9902302721009446,538.0,3.2129185233326947,520.0,1.2152278884375716,520.0
40.0,1.1,4.628784814197518,528.0,1.2718004749741625,544.0,3.5013047142674933,522.0,1.2795875497988565,522.0
40.0,1.15,5.1485640313251615,536.0,1.6057709273202205,548.0,3.716766415172112,530.0,1.3375260213548952,534.0
40.0,1.2,5.685923012354957,546.0,1.947259132057618,554.0,3.8897675826439557,538.0,1.399768863464776,544.0
40.0,1.25,6.184597845719956,550.0,2.324350354551403,564.0,4.013869713826589,544.0,1.4575533977722783,554.0
40.0,1.3,6.603300774625005,560.0,2.7450332657218577,574.0,4.072385427187199,550.0,1.5095298839100957,566.0
40.0,1.35,7.013407396681346,572.0,3.202529490855238,582.0,4.070383048676998,560.0,1.562188666716635,580.0
40.0,1.4,7.4191963305194895,582.0,3.5827260696941203,590.0,4.0293033917332455,568.0,1.605374510451424,590.0
40.0,1.45,7.700962490317698,590.0,3.9654716648929274,602.0,3.955039231228716,578.0,1.642882514088353,602.0
40.0,1.5,7.946912522382285,600.0,4.367716655271025,614.0,3.8552316827079784,588.0,1.6810435613841441,616.0
40.0,1.55,8.178620077031844,612.0,4.744707475617862,626.0,3.74539488063545,598.0,1.7133615082257179,630.0
40.0,1.6,8.377253405773118,622.0,5.126530640261815,640.0,3.629712098293814,608.0,1.7454761178125553,644.0
40.0,1.65,8.543510302239905,636.0,5.540784770920053,652.0,3.5129743723067834,618.0,1.7774759517373047,656.0
40.0,1.7000000000000002,8.72468353066372,656.0,5.898890977111789,662.0,3.4115000696526345,628.0,1.7924807468065909,668.0
40.0,1.75,8.83894836213094,668.0,6.077281309444213,674.0,3.3111571367617714,640.0,1.799437807436666,682.0
40.0,1.8,8.901602477789423,682.0,6.251967972823043,688.0,3.213249842076149,648.0,1.8043255327002206,696.0
40.0,1.85,8.964011738357199,694.0,6.413765047775745,700.0,3.119159959767869,660.0,1.8045915285321203,710.0
40.0,1.9,9.00731708468056,708.0,6.503297303820458,714.0,3.0516006901517287,672.0,1.7998098154997146,726.0
40.0,1.9500000000000002,9.006893753507253,720.0,6.560784066833844,726.0,2.988227628978375,682.0,1.7946320956156223,740.0
40.0,2.0,9.004277629879072,734.0,6.610785229284139,740.0,2.928692801180792,692.0,1.7883757637266677,756.0
44.0,1.0,4.098439557261954,522.0,1.0977458433604244,534.0,3.0702544528396083,520.0,1.1940239882093526,516.0
44.0,1.05,4.621914717265189,526.0,1.4069925280963747,542.0,3.3651892097058207,522.0,1.2837698825636685,520.0
44.0,1.1,5.135090240407636,534.0,1.7784028002335497,548.0,3.5570860010398198,526.0,1.3612503531974556,524.0
44.0,1.15,5.656992879383858,544.0,2.161667810075836,552.0,3.689297312652619,534.0,1.4349766888643973,536.0
44.0,1.2,6.156262270509425,550.0,2.566233061484297,562.0,3.7659364848745844,542.0,1.513436919427536,548.0
44.0,1.25,6.555797056058369,560.0,3.0109421366345535,572.0,3.785708160473058,548.0,1.5786898212900289,558.0
44.0,1.3,6.942778768308366,570.0,3.4953177078480304,582.0,3.7426030993686945,556.0,1.6423435972370946,572.0
44.0,1.35,7.317426846868249,580.0,3.9077511497617885,588.0,3.6634484392720523,566.0,1.7053216963510163,582.0
44.0,1.4,7.577529864261207,588.0,4.2989753754504525,600.0,3.5571019044673626,574.0,1.7516800089449667,596.0
44.0,1.45,7.7910730392254015,600.0,4.700923739828189,610.0,3.430445362925506,584.0,1.797494928254883,610.0
44.0,1.5,7.992761612476826,612.0,5.089237158269863,622.0,3.303293941616633,592.0,1.8403063223750515,622.0
44.0,1.55,8.172646445232312,626.0,5.453000424260586,634.0,3.1754909073652624,602.0,1.8771137135037297,636.0
44.0,1.6,8.344276359605606,640.0,5.825294408273955,646.0,3.0503413781466473,610.0,1.9123823944603922,648.0
44.0,1.65,8.524224023170015,652.0,6.207873958784009,658.0,2.93618243521076,622.0,1.942804283799182,660.0
44.0,1.7000000000000002,8.646925637158713,662.0,6.393451731727893,668.0,2.8400485820999024,630.0,1.949425281652041,674.0
44.0,1.75,8.669425558203857,676.0,6.513327553097813,680.0,2.7514569678853698,640.0,1.9535461552841336,688.0
44.0,1.8,8.682682703901754,690.0,6.626794418819502,694.0,2.670925940353462,650.0,1.9554024548397868,702.0
44.0,1.85,8.692786419237823,702.0,6.714242405413969,706.0,2.601269956750996,662.0,1.9498028287276354,716.0
44.0,1.9,8.659680254438358,716.0,6.724862903920076,720.0,2.5537086798308506,672.0,1.943058989667406,732.0
44.0,1.9500000000000002,8.618586413081053,728.0,6.730535923084519,732.0,2.511307473413981,684.0,1.9357052789331346,748.0
44.0,2.0,8.578408953571568,742.0,6.735119777718236,746.0,2.4736987264852286,694.0,1.9275263740902067,764.0
48.0,1.0,4.56444179033026,522.0,1.4971522598784297,538.0,3.1975623026062436,520.0,1.2520498941365812,520.0
48.0,1.05,5.065695199805204,532.0,1.884941597608692,546.0,3.3934639387269527,522.0,1.3575217807779305,522.0
48.0,1.1,5.567520309116703,540.0,2.3056499845500147,550.0,3.4931153702521502,530.0,1.4465767915780632,528.0
48.0,1.15,6.060535956618788,548.0,2.7209878900856106,558.0,3.534769511579892,536.0,1.5347492457864365,540.0
48.0,1.2,6.438265890300643,556.0,3.1656869588803835,568.0,3.5194505297469356,544.0,1.6226275692414938,550.0
48.0,1.25,6.787784148395009,568.0,3.6394266855157023,578.0,3.4505776362492813,552.0,1.6949754517134474,562.0
48.0,1.3,7.12001421963621,578.0,4.079569237137681,584.0,3.3478012081927426,560.0,1.7681660312347767,576.0
48.0,1.35,7.366330780254133,586.0,4.445079012103524,596.0,3.223260069398838,568.0,1.8312931481788015,588.0
48.0,1.4,7.541121995464464,598.0,4.8091001664042,606.0,3.085956060331357,574.0,1.882935182303571,602.0
48.0,1.45,7.700608985917926,610.0,5.167037875761742,616.0,2.946954122105136,584.0,1.9332017406196742,614.0
48.0,1.5,7.840459512035779,622.0,5.475524338391359,628.0,2.8225956673386485,592.0,1.9745891689771997,626.0
48.0,1.55,7.962423218553298,634.0,5.777326798509983,640.0,2.707109997839799,600.0,2.0118191857587924,640.0
48.0,1.6,8.076165333089204,646.0,6.074932097300961,652.0,2.602463755481338,608.0,2.045707477688432,654.0
48.0,1.65,8.183411241919426,658.0,6.32369876350808,660.0,2.5126815597584087,620.0,2.0644684808682494,664.0
48.0,1.7000000000000002,8.178636290280417,670.0,6.393224664441802,674.0,2.444086635088815,630.0,2.0684281420698647,680.0
48.0,1.75,8.15264098674859,684.0,6.455405322359196,686.0,2.3873023842695438,594.0,2.0700459939304547,694.0
48.0,1.8,8.126647097562701,696.0,6.50594878073211,700.0,2.35626588587505,600.0,2.0679162473666772,708.0
48.0,1.85,8.083383135847164,708.0,6.513484615500301,712.0,2.3330318230057343,608.0,2.0604116840061786,724.0
48.0,1.9,8.022505667631671,722.0,6.4888176471464325,726.0,2.3162727401123653,614.0,2.052490975753998,740.0
48.0,1.9500000000000002,7.962943858790498,736.0,6.463724617179218,738.0,2.307300098847885,624.0,2.0441744820082643,754.0
48.0,2.0,7.904786168643604,750.0,6.437602011810732,752.0,2.3029680989845107,634.0,2.0347366285069244,770.0
52.0,1.0,4.956775747104785,528.0,1.9376494784361307,542.0,3.219497691437051,522.0,1.314972577339092,520.0
52.0,1.05,5.4338459296813495,538.0,2.37978796754248,548.0,3.3133218409151324,524.0,1.4313192377820185,522.0
52.0,1.1,5.896834967666953,546.0,2.7994400017296184,554.0,3.330848238958121,532.0,1.528352615935612,532.0
52.0,1.15,6.271099726031925,554.0,3.228947016120562,564.0,3.2922485919123217,538.0,1.6276167169116849,544.0
52.0,1.2,6.579501200723544,564.0,3.672060941539962,574.0,3.2064268408669334,544.0,1.717046594954606,554.0
52.0,1.25,6.859615709847924,574.0,4.116675796315166,582.0,3.0899340845263508,552.0,1.7951259184726194,568.0
52.0,1.3,7.094324422224958,582.0,4.449653659288708,590.0,2.960986696996699,558.0,1.8735208594184607,582.0
52.0,1.35,7.2231217244203325,594.0,4.758438665663027,600.0,2.8289630069172853,564.0,1.93178194383844,592.0
52.0,1.4,7.329595008299609,606.0,5.051024840723609,612.0,2.7020610071170927,568.0,1.9843183377523004,606.0
52.0,1.45,7.421171111513482,616.0,5.315108999360525,622.0,2.589722293702149,568.0,2.0325953504023904,618.0
52.0,1.5,7.4903431427448135,628.0,5.5460646981599755,634.0,2.5036672192544067,566.0,2.070323742348661,630.0
52.0,1.55,7.549015124926601,640.0,5.767418034421689,644.0,2.4394164248577916,570.0,2.1048949407951523,644.0
52.0,1.6,7.59911473637604,652.0,5.979168224572978,656.0,2.3911676533536332,574.0,2.135624962341236,658.0
52.0,1.65,7.610317799708704,662.0,6.076549307200325,664.0,2.3549863013203454,580.0,2.1442201415987556,670.0
52.0,1.7000000000000002,7.561977209475347,676.0,6.10086743847296,678.0,2.331195838396881,588.0,2.1459434884195616,684.0
52.0,1.75,7.511187910234442,690.0,6.115425723914909,690.0,2.3153611948170756,594.0,2.1455995214648507,698.0
52.0,1.8,7.460960754492215,702.0,6.1269132052508795,704.0,2.3051233889765927,602.0,2.1402668568064214,714.0
52.0,1.85,7.393927449462728,716.0,6.087704123228907,716.0,2.299496615056556,610.0,2.1318196122979165,728.0
52.0,1.9,7.3266626320551325,730.0,6.045571554164475,730.0,2.2977784545147255,620.0,2.122886896782226,744.0
52.0,1.9500000000000002,7.262235347233932,744.0,6.003943243083777,744.0,2.29962435418652,628.0,2.1130771549509006,760.0
52.0,2.0,7.200220493286631,758.0,5.961254795065958,758.0,2.3033602891140625,638.0,2.1024180120895033,776.0
56.0,1.0,5.27550238819937,534.0,2.386241821600277,548.0,3.150214803480823,522.0,1.3750899625134152,520.0
56.0,1.05,5.704470926225963,542.0,2.8187795823952575,550.0,3.1567323683180435,526.0,1.4955494483248957,522.0
56.0,1.1,6.078467845708954,550.0,3.2265563358667135,560.0,3.105551923041405,532.0,1.5979880284864099,534.0
56.0,1.15,6.3463938472611385,560.0,3.6337304633489946,570.0,3.0132847406128738,538.0,1.7027642937341247,548.0
56.0,1.2,6.5780930811037255,570.0,4.0336679915283,580.0,2.8945304099811446,542.0,1.7876618430898192,558.0
56.0,1.25,6.777108035178321,580.0,4.363338320650725,584.0,2.7676061880621887,546.0,1.866613408662213,572.0
56.0,1.3,6.8816472219007325,588.0,4.620083594345343,596.0,2.6498219227465203,552.0,1.9410014145576908,582.0
56.0,1.35,6.944337474455357,600.0,4.853460038865732,606.0,2.5498679760287692,554.0,1.9941980135714932,596.0
56.0,1.4,6.987342359967973,610.0,5.065230377800401,616.0,2.4719996438412766,554.0,2.043121214223497,608.0
56.0,1.45,7.0147965245486805,622.0,5.241855755281848,626.0,2.4135734202628543,558.0,2.085301919729165,620.0
56.0,1.5,7.0329885588832735,634.0,5.401053156626212,638.0,2.3706119116764137,562.0,2.1192563538298153,634.0
56.0,1.55,7.043875965520568,646.0,5.549515380799268,650.0,2.339253710100909,568.0,2.149450060581065,648.0
56.0,1.6,7.049097879662864,658.0,5.6812872578112525,660.0,2.317128224034076,574.0,2.174506738854395,660.0
56.0,1.65,7.002087314719569,668.0,5.693658643020714,670.0,2.302630851078404,582.0,2.176676352170935,674.0
56.0,1.7000000000000002,6.941335531963741,682.0,5.6870925683704,682.0,2.2950806462095077,590.0,2.1766650784429413,688.0
56.0,1.75,6.881743058177332,696.0,5.677449856459567,696.0,2.2910035970492673,598.0,2.1747338309909505,702.0
56.0,1.8,6.821176488363905,708.0,5.653184517358981,708.0,2.289334281434989,606.0,2.1666038434845234,716.0
56.0,1.85,6.754317857283848,722.0,5.603895070782898,722.0,2.289713176542981,616.0,2.1568812773071824,732.0
56.0,1.9,6.691116394152268,736.0,5.556404543014718,736.0,2.290573990270663,624.0,2.14665295956319,746.0
56.0,1.9500000000000002,6.631357570313407,750.0,5.510693117374254,750.0,2.2915869020282957,634.0,2.1359939908448826,762.0
56.0,2.0,6.587762926085862,706.0,5.4625944218170925,764.0,2.2946900000880257,700.0,2.124778654239776,778.0
60.0,1.0,5.505040965729089,538.0,2.7901405113258604,548.0,3.0109086181897466,522.0,1.423715625988016,520.0
60.0,1.05,5.863936497093515,548.0,3.1804015601874664,556.0,2.955452775258025,526.0,1.5417581214786351,524.0
60.0,1.1,6.11064770649988,556.0,3.5540907800957022,566.0,2.8627436602782623,532.0,1.64490934738593,538.0
60.0,1.15,6.301180374995472,566.0,3.9083203015780925,576.0,2.750870361537516,536.0,1.746263606748171,548.0
60.0,1.2,6.452811762517339,576.0,4.2283379630919695,582.0,2.638744902586003,538.0,1.8234833621259903,560.0
60.0,1.25,6.551774145312093,584.0,4.44347441769849,590.0,2.539827458300271,538.0,1.897461377157253,576.0
60.0,1.3,6.5780138189741635,594.0,4.625822213025854,600.0,2.460534649995327,540.0,1.9608511586174107,586.0
60.0,1.35,6.585379297395954,604.0,4.783434896841177,610.0,2.4003294256127434,544.0,2.007598590101398,600.0
60.0,1.4,6.578798530875408,614.0,4.920607630674614,618.0,2.356265935040126,550.0,2.050231154012623,612.0
60.0,1.45,6.567148220005985,626.0,5.032703955975575,630.0,2.326911034776629,556.0,2.08480696557501,624.0
60.0,1.5,6.552150666727324,638.0,5.135322937040846,640.0,2.3065923732432885,562.0,2.1128977725027553,638.0
60.0,1.55,6.534603868173426,650.0,5.23294166460822,652.0,2.293411353665093,570.0,2.137926961957718,650.0
60.0,1.6,6.513024082386924,660.0,5.299328687752168,660.0,2.2853503754787186,578.0,2.1549405548291243,662.0
60.0,1.65,6.451439358801283,672.0,5.279962800330704,674.0,2.280922706737575,586.0,2.1544700629506495,676.0
60.0,1.7000000000000002,6.391423378198238,686.0,5.259940613657572,686.0,2.2780497292771504,596.0,2.1520383665362197,690.0
60.0,1.75,6.342011010110301,652.0,5.238598623752626,700.0,2.276097865512134,604.0,2.147861376328137,704.0
60.0,1.8,6.4284128847831,660.0,5.199456467885947,712.0,2.2799808791619736,656.0,2.1377091438585833,718.0
60.0,1.85,6.467390322358782,672.0,5.150991415521425,726.0,2.32192444872954,668.0,2.1268539946630005,734.0
60.0,1.9,6.510137282494486,684.0,5.1049543713577235,740.0,2.35732497702782,680.0,2.115728925878338,748.0
60.0,1.9500000000000002,6.556250344348126,696.0,5.061231317814978,754.0,2.3943492575677663,692.0,2.104289314474991,764.0
60.0,2.0,6.5970803350360345,706.0,5.015059865924472,768.0,2.4327034089374617,704.0,2.092718109392723,780.0
64.0,1.0,5.637726938001986,544.0,3.105907800247695,552.0,2.835322148911962,522.0,1.4514226301219755,522.0
64.0,1.05,5.887717358710581,550.0,3.4514423071447884,562.0,2.746146708378112,524.0,1.5620249760851552,524.0
64.0,1.1,6.044119499864806,560.0,3.7697162587606536,572.0,2.6430472885639498,528.0,1.6580921007125455,540.0
